Index,Data available as of 15 Jauary 2014?,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.DHS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey code,Name for labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height/WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other Biomarkers,Wealth.Index,Service.Availability,Other,Download notes,Sample.Type.Female,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child mort processed,Child mort indirect only,Siblings processed,PregRelCode,PregRelCode notes,Status,Survey Characteristics,Updated by,Updated on,Notes,Report citation
2660,Yes,Y,5067,646,RWA,Rwanda,Rwanda,2011,2011,Special,DHS-VI,DHS-VI,Rwanda 2011 Special Demographic and Health Survey,2011 Special DHS,,Rwanda 2011 Special DHS,14/06/2011,15/08/2011,15/07/2011,National Institute of Statistics of Rwanda and The Ministry of Health,,NA,NA,NA,NA,rwhh6a,NA,NA,rwiq6a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,2102,2567,2102,15 to 99,15 to 99,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
2670,Yes,Y,5610,646,RWA,Rwanda,Rwanda,2013,2013,MIS,DHS-VI,DHS-VI,Rwanda 2013 Malaria Indicator Survey,2013 MIS,rw62,Rwanda 2013 MIS,15/02/2012,17/02/2013,17/08/2012,"Malaria and Other Parasitic
Diseases Division-RBC (MAL & OPD Division-RBC), Ministry of Health",Rwanda Malaria Indicator Survey 2013,NA,NA,,rwhr6q,NA,NA,rwir6q,,rwkr6q,NA,NA,NA,rwpr6q,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4766,5135,NA,15 to 49,NA,,,,N,NA,,,,,N,,,,,,N - NOT YET AVAILABLE,,,,,,,SK,"Sept 14, 2015",,
2680,Yes,Y,5796,646,RWA,Rwanda,Rwanda,2014,2015,Standard DHS,DHS-VII,DHS-VI,Rwanda 2014-2015 Demographic and Health Survey,2014-2015 DHS,rw70,Rwanda 2014-2015,02/11/2014,08/04/2015,19/01/2015,National Institute of Statistics of Rwanda (NISR),Rwanda Demographic and Health Survey 2014-2015,rwbr70,NA,rwcr70,rwhr70,NA,NA,rwir70,NA,rwkr70,NA,rwmr70,NA,rwpr70,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,12793,13497,6217,15 to 49,15 to 59,,,N,YY,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,SK,"June 8, 2016","The dataset has been replaced with a new copy on 8 June 2016 because variables SH133A, SH133B and SH133C were not properly linked in the previous dataset.",
2690,Not In Public Domain,N,3358,882,WSM,Samoa,Samoa,2009,2009,Standard DHS,DHS-V,DHS-V,Samoa 2009 Demographic and Health Survey,2009 DHS,,Samoa 2009 DHS,14/08/2009,15/09/2009,30/08/2009,,,,,,,,,,,,,,,,,,,,,,,,All Women,All Men,1947,2657,1307,15 to 49,15 to 54,,,N,N,N,,,,,N,,,,,not yet available,N - NOT YET AVAILABLE,,NA,,,,,,,,
2700,Yes,Y,2556,678,STP,São Tomé and Príncipe,Sao Tome and Principe,2008,2009,Standard DHS,DHS-V,DHS-V,Sao Tome and Principe 2008-2009 Demographic and Health Survey,2008-2009 DHS,st50,Sao Tome and Principe 2008-2009 DHS,04/09/2008,22/01/2009,13/11/2008,Instituto Nacional Estadistica,,stbr50,NA,stcr50,sthr50,NA,NA,stir50,NA,stkr50,NA,stmr50,NA,stpr50,stpr50,NA,star50,NA,NA,NA,NA,,All Women,All Men,3536,2615,2296,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,N,,,Y,,Y,2;3;6,,,,,,,
2710,Yes,Y,1794,686,SEN,Senegal,Senegal,1986,1986,Standard DHS,DHS-I,DHS-I,Senegal 1986 Demographic and Health Survey,1986 DHS,sn02,Senegal 1986 DHS,21/04/1986,19/07/1986,04/06/1986,Min. de l’Economie et des Finances,Enquête démographique et de santé,snbr02,NA,NA,NA,snhh01,snhw02,snir02,NA,snkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,3736,4415,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2720,Yes,Y,1730,686,SEN,Senegal,Senegal,1992,1993,Standard DHS,DHS-II,DHS-II,Senegal 1992-1993 Demographic and Health Survey,1992-1993 DHS,sn21,Senegal 1992-1993 DHS,01/11/1992,14/08/1993,24/03/1993,Dir. de la Prévision et de la Stat.,Enquête démographique et de santé,snbr21,NA,sncr21,snhr21,NA,snhw21,snir21,NA,snkr21,NA,snmr21,NA,snpr21,NA,NA,NA,NA,NA,snsq22,NA,,All Women,All Men,3528,6310,1436,15 to 49,20 to XX,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2730,Yes,Y,1795,686,SEN,Senegal,Senegal,1997,1997,Standard DHS,DHS-III,DHS-II,Senegal 1997 Demographic and Health Survey,1997 DHS,sn32,Senegal 1997 DHS,01/01/1997,12/05/1997,08/03/1997,Min. de l’Economie et des Finances,Enquête démographique et de santé,snbr32,NA,sncr31,snhr32,NA,NA,snir32,NA,snkr32,NA,snmr31,NA,snpr32,NA,NA,NA,NA,snwi32,NA,NA,,All Women,All Men,4772,8593,4306,15 to 49,20 to XX,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2740,Yes,Y,1867,686,SEN,Senegal,Senegal,1999,1999,Standard DHS,DHS-IV,,Senegal 1999 Demographic and Health Survey,1999 DHS,,Senegal 1999 DHS,14/10/1999,15/12/1999,14/11/1999,SERDHA,Enquête sur les indicateurs de santé,snhh41,NA,NA,NA,snhh41,NA,NA,sniq41,NA,NA,NA,snml41,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,9085,17189,7850,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,,**no recode files available,N - SPECIAL,,NA,,,,,,,,
2750,Yes,Y,1705,686,SEN,Senegal,Senegal,2005,2005,Standard DHS,DHS-IV,DHS-IV,Senegal 2005 Demographic and Health Survey,2005 DHS,sn4h,Senegal 2005 DHS,02/01/2005,26/06/2005,31/03/2005,Centre de Recherche et de Développement Humain,Enquête démographique et de santé,snbr4h,NA,sncr4h,snhr4h,NA,snhw4h,snir4h,NA,snkr4h,NA,snmr4h,NA,snpr4h,NA,NA,snar4a,NA,NA,NA,NA,,All Women,All Men,7412,14602,3761,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
2760,Yes,Y,4486,686,SEN,Senegal,Senegal,2006,2006,MIS,DHS-V,DHS-V,Senegal 2006 Malaria Indicator Survey,2006 MIS,sn50,Senegal 2006 MIS,15/11/2006,15/12/2006,30/11/2006,Centre de Recherche et de Développement Humain,,snhr50,NA,NA,snhr50,NA,NA,snir50,NA,snkr50,NA,NA,NA,snpr50,NA,NA,NA,NA,NA,NA,NA,,All Women,None,3063,6655,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2770,Yes,Y,4886,686,SEN,Senegal,Senegal,2008,2009,MIS,DHS-V,DHS-V,Senegal 2008 Malaria Indicator Survey,2008 MIS,sn5h,Senegal 2008 MIS,15/12/2008,15/01/2009,30/12/2008,Centre de Recherche et de Développement Humain,,snbr5h,NA,NA,snhr5h,NA,NA,snir5h,NA,snkr5h,NA,NA,NA,snpr5h,NA,NA,NA,NA,NA,NA,NA,,All Women,None,9291,19441,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2780,Yes,Y,5274,686,SEN,Senegal,Senegal,2010,2011,Standard DHS,DHS-VI,DHS-VI,Senegal 2010-2011 Demographic and Health Survey,2010 DHS,sn60,Senegal 2010 DHS,13/10/2010,28/04/2011,19/01/2011,Agence Nationale de la Statistique et de la Démographie (ANSD),,snbr60,NA,sncr60,snhr60,NA,NA,snir60,NA,snkr60,NA,snmr60,NA,snpr60,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,7902,15688,4929,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
2790,Yes,Y,5490,686,SEN,Senegal,Senegal,2012,2013,Continuous DHS,DHS-VI,DHS-VI,Senegal 2012-2013 Continuous Demographic and Health Survey,2012-2013 DHS,sn6d,Senegal 2012-2013 DHS,18/09/2012,17/06/2013,01/02/2013,,,,,,snhr6d,,,snir6d,,snkr6d,,,,snpr6d,,,,,,,,,All Women,None,4175,8636,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,N - NOT YET AVAILABLE,,NA,,,,,SK,"Sept 14, 2015",Corrections have been made to the Individual Recode data file (SNIR6C). The changes implemented in the new version of the data (SNIR6D) affect the calendar.,
2800,Yes,Y,5951,686,SEN,Senegal,Senegal,2012,2014,Continuous DHS,DHS-VI,DHS-VI,Senegal 2012-14 Continuous Demographic and Health Survey,2012-2014 DHS,sn6r,Senegal 2012-2014 DHS,18/09/2012,25/10/2014,07/10/2013,"Agence Nationale de la Statistique et de la Démographie (ANSD) Dakar, Sénégal",Enquête Démographique et de Santé Continue au Sénégal (EDS-Continue 2012-2014),snbr6r,NA,,snhr6r,NA,NA,snir6r,NA,snkr6r,,snmr6r,,snpr6r,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,8406,17124,3371,15 to 49,15 to 59,,,,N,NA,,,,,N,,,,,,,,,,,,,SK,"October12, 2015",,
2810,Yes,Y,5779,686,SEN,Senegal,Senegal,2014,2014,Continuous DHS,DHS-VII,DHS-VI,Senegal 2014 Continuous Demographic and Health Survey,2014 DHS,sn70,Senegal 2014 DHS,21/01/2014,20/10/2014,06/06/2014,"Agence Nationale de la Statistique et de la Démographie (ANSD) Dakar, Sénégal",Enquête Démographique et de Santé Continue au Sénégal (EDS-Continue 2014),snbr70,,,snhr70,,,snir70,,snkr70,,,,snpr70,,,,,,,,,All Women,All Men,4231,8488,3371,15 to 49,15 to 59,,,,N,N,,,,,N,,,,,,,,,,,,,SK,"April 27, 2015",,
2820,Yes,Y,5955,686,SEN,Senegal,Senegal,2015,2015,Continuous DHS,DHS-VII,DHS-VI,Senegal 2015 Continuous Demographic and Health Survey,2015 DHS,sn7h,Senegal 2015 DHS,04/02/2015,04/11/2015,20/06/2015,"Agence Nationale de la Statistique et de la Démographie (ANSD) Dakar, Sénégal",Enquête Démographique et de Santé Continue (EDS-Continue 2015),snbr7h,,sncr7h,snhr7h,,,snir7h,,snkr7h,,snmr7h,,snpr7h,,,,,,NA,,,All Women,All Men,4511,8851,3734,15 to 49,15 to 59,,,,N,N,,,,,N,,,N,Y,,,,,,,,,SK,"Nov 18, 2016","Data collection lasted 8 months (from 1 February to 31 October 2015). Two waves of four months each, interspersed with a period of one month's rest. From February to June and the second from July to October.","Agence Nationale de la Statistique et de la Démographie (ANSD) [Sénégal], et ICF. 2016. Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2015). Rockville, Maryland, USA : ANSD et ICF."
2830,Yes,Y,7370,686,SEN,Senegal,Senegal,2016,2016,Continuous DHS,DHS-VII,DHS-VI,Senegal 2016 Continuous Demographic and Health Survey,2015 DHS,sn7q,Senegal 2016 DHS,01/03/2016,25/11/2016,13/07/2016,"Agence Nationale de la Statistique et de la Démographie (ANSD) Dakar, Sénégal",Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2016).,snbr7q,,sncr7q,snhr7q,,,snir7q,,snkr7q,,snmr7q,,snpr7q,,,,,,NA,,,All Women,All Men,4437,8865,3527,15 to 49,15 to 59,,,,N,N,,,,,N,,,N,Y,,,,,,,,Anemia questions; Anemia testing; Birth registration; CAPI survey; Child labor; Cooking fuel; Early childhood development; Female genital cutting; GPS/georeferenced; Health insurance; Iodine salt test; Malaria - Microscopy; Malaria - RDT; Men's survey; Tobacco use,SK,"Sept 12, 2017","Data collection lasted 8 months (from 1 February to 31 October 2015). Two waves of four months each, interspersed with a period of one month's rest. From February to June and the second from July to October.","Agence Nationale de la Statistique et de la Démographie (ANSD) [Sénégal], et ICF. 2017. Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2016). Rockville, Maryland, USA : ANSD et ICF."
2840,Yes,Y,4550,694,SLE,Sierra Leone,Sierra Leone,2008,2008,Standard DHS,DHS-V,DHS-V,Sierra Leone 2008 Demographic and Health Survey,2008 DHS,sl51,Sierra Leone 2008 DHS,08/04/2008,30/06/2008,20/05/2008,Statistics Sierra Leone,,slbr51,,slcr51,slhr51,,,slir51,,slkr51,,slmr51,,slpr51,,,,,,,,,All Women,All Men,7284,7374,3280,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,,,Y,,Y,2;3;6,,,,,,,
2850,Not yet,N,5611,694,SLE,Sierra Leone,Sierra Leone,2013,2013,MIS,DHS-VI,,Sierra Leone 2013 Malaria Indicator Survey,2013 MIS,,Sierra Leone 2013 MIS,15/02/2013,15/03/2013,01/03/2013,,,,,,,,,,,,,,,,,,,,,,,,All Women,None,6720,6803,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,N - NOT YET AVAILABLE,,NA,,,,,,,,
2860,Yes,Y,5556,694,SLE,Sierra Leone,Sierra Leone,2013,2013,Standard DHS,DHS-VI,DHS-VI,Sierra Leone 2013 Demographic and Health Survey,2013 DHS,sl61,Sierra Leone 2013 DHS,01/06/2013,04/11/2013,18/08/2013,,,slbr61,NA,slcr61,slhr61,NA,NA,slir61,NA,slkr61,NA,slmr61,NA,slpr61,NA,NA,slar61,NA,NA,NA,NA,,All Women,None,12629,16658 ,7262,15 to 49,15 to 59,,,,YY,N,,,,,Y,,,,,,,,Y,2;3;6,6=2 months after delivery,,,,,,
2870,Yes,Y,1721,710,ZAF,South Africa,South Africa,1998,1998,Standard DHS,DHS-III,DHS-III,South Africa 1998 Demographic and Health Survey,1998 DHS,za31,South Africa 1998 DHS,04/01/1998,20/09/1998,14/05/1998,Dept. of Health/Med. Research Council,,zabr31,NA,NA,zahr31,NA,NA,zair31,NA,zakr31,NA,NA,NA,zapr31,NA,NA,NA,NA,zawi31,NA,NA,,All Women,None,12247,11735,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2880,Not in public domain,N,1720,710,ZAF,South Africa,South Africa,2003,2004,Standard DHS,DHS-IV,,South Africa 2004 Demographic and Health Survey,2004 DHS,,South Africa 2004 DHS,14/10/2003,15/08/2004,15/03/2004,Dept. of Health,,,,,,,,NA,,,,,,,,,,,,,,,All Women,All Men,7756,7401,3118,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,N - DATA NOT IN PUBLIC DOMAIN,,N - DATA NOT IN PUBLIC DOMAIN,,,,,,,,
2890,Yes,Y,1718,144,LKA,Sri Lanka,Sri Lanka,1987,1987,Standard DHS,DHS-I,DHS-I,Sri Lanka 1987 Demographic and Health Survey,1987 DHS,lk02,Sri Lanka 1987 DHS,18/01/1987,31/03/1987,23/02/1987,Dept. of Cen. & Stat./Min. of Plan Impl.,,lkbr02,NA,NA,NA,lkhh01,lkhw02,lkir02,NA,lkkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,7669,5865,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2900,Not in public domain,N,4553,144,LKA,Sri Lanka,Sri Lanka,2006,2007,Standard DHS,DHS-IV,,Sri Lanka 2006 Demographic and Health Survey,2006 DHS,,Sri Lanka 2006 DHS,14/09/2006,15/10/2007,31/03/2007,,,,,,,,,,,,,,,,,,,,,,,,Ever Married,None,19862,14692,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,N - DATA NOT IN PUBLIC DOMAIN,,NA,,,,,,,,
2910,Yes,Y,5219,736,SDN,Sudan,Sudan,1989,1990,Standard DHS,DHS-I,DHS-I,Sudan 1990 Demographic and Health Survey,1990 DHS,sd02,Sudan 1990 DHS,15/11/1989,21/05/1990,16/02/1990,"Dept. of Stat., Min. of Econ. & Nat. Plan.",,sdbr02,NA,NA,NA,sdhh01,NA,sdir02,NA,sdkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,6891,5860,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,N -Special,,,,,,,,
2920,Yes,Y,1695,748,SWZ,Swaziland,Swaziland,2006,2007,Standard DHS,DHS-V,DHS-V,Swaziland 2006-2007 Demographic and Health Survey,2006-2007 DHS,sz50,Swaziland 2006-2007 DHS,09/07/2006,16/03/2007,11/11/2006,Central Statistical Office,,szbr51,NA,szcr51,szhr51,NA,NA,szir51,NA,szkr51,NA,szmr51,NA,szpr52,NA,NA,szar51,NA,NA,NA,NA,,All Women,All Men,4843,4987,4156,15 to 49,15 to 49,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
2930,Yes,Y,5070,762,TJK,Tajikistan,Tajikistan,2012,2012,Standard DHS,DHS-VI,DHS-VI,Tajikistan 2012 Demographic and Health Survey,2011 DHS,tj61,Tajikistan 2012 DHS,03/07/2012,29/09/2012,16/08/2012,,,tjbr61,,,tjhr61,,,tjir61,,tjkr61,,,,tjpr61,,,,,,,,,All Women,None,6432,9656,NA,15 to 49,NA,,,,N,NA,,,,,,,,,,,Y,,,,,,,,,,
2940,Yes,Y,1783,764,THA,Thailand,Thailand,1987,1987,Standard DHS,DHS-I,DHS-I,Thailand 1987 Demographic and Health Survey,1987 DHS,th01,Thailand 1987 DHS,17/03/1987,06/06/1987,26/04/1987,"Inst. of Pop. Studies, Chulalongkorn U.",,thbr01,NA,NA,NA,thhh01,thhw01,thir01,NA,thkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,thsq01,NA,,Ever Married,None,9045,6775,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2950,Yes,Y,4948,626,TLS,Timor-Leste,Timor-Leste,2009,2010,Standard DHS,DHS-VI,DHS-V,Timor-Leste 2009-2010 Demographic and Health Survey,2009-2010 DHS,tl60,Timor-Leste 2009-2010 DHS,10/08/2009,01/02/2010,06/11/2009,Research of the National Statistics Directorate of the Ministry of Finance,,tlbr61,NA,tlcr61,tlhr61,NA,NA,tlir61,NA,tlkr61,NA,tlmr61,NA,tlpr61,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,11463,13137,4076,15 to 49,15 to 49,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2960,Yes,Y,1946,768,TGO,Togo,Togo,1988,1988,Standard DHS,DHS-I,DHS-I,Togo 1988 Demographic and Health Survey,1988 DHS,tg01,Togo 1988 DHS,22/06/1988,31/10/1988,26/08/1988,"Unité de Recherche Dém., U. du Benin",Enquête démographique et de santé,tgbr01,NA,NA,NA,tghh01,tghw01,tgir01,NA,tgkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,tgsq01,NA,,All Women,None,3432,3360,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2970,Yes,Y,1735,768,TGO,Togo,Togo,1998,1998,Standard DHS,DHS-III,DHS-III,Togo 1998 Demographic and Health Survey,1998 DHS,tg31,Togo 1998 DHS,07/02/1998,19/05/1998,29/03/1998,Direction de la Statistique,Enquête démographique et de santé,tgbr31,NA,tgcr31,tghr31,NA,tghw31,tgir31,NA,tgkr31,NA,tgmr31,NA,tgpr31,NA,NA,NA,NA,tgwi31,NA,NA,,All Women,All Men,7517,8569,3819,15 to 49,12 to 59,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2980,Yes,Y,5071,768,TGO,Togo,Togo,2013,2014,Standard DHS,DHS-VI,DHS-VI,Togo 2013-2014 Demographic and Health Survey,2013-2014 DHS,tg61,Togo 2013/2014 DHS,09/11/2013,19/04/2014,28/01/2014,Direction Générale de la Statistique et de la Comptabilité Nationale,Enquête Démographique et de Santé au Togo (EDST-III) ,tgbr61,,tgcr61,tghr61,NA,tghw61,tgir61,NA,tgkr61,NA,tgmr61,NA,tgpr61,,,,,,,,,All Women,All Men,9549,9480,4476,15 to 49,15 to 49,,,,Y,N,,,,,Y,,,,,,N - NOT YET AVAILABLE,,Y,2;3;6,,,,SK,"April 27, 2015",,
2990,Yes,Y,1741,780,TTO,Trinidad and Tobago,Trinidad and Tobago,1987,1987,Standard DHS,DHS-I,DHS-I,Trinidad and Tobago 1987 Demographic and Health Survey,1987 DHS,tt01,Trinidad and Tobago 1987 DHS,14/05/1987,31/08/1987,07/07/1987,Family Plan. Assoc.,,ttbr01,NA,NA,NA,tthh01,tthw01,ttir01,NA,ttkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4122,3806,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3000,Yes,Y,1852,788,TUN,Tunisia,Tunisia,1988,1988,Standard DHS,DHS-I,DHS-I,Tunisia 1988 Demographic and Health Survey,1988 DHS,tn02,Tunisia 1988 DHS,10/06/1988,18/10/1988,14/08/1988,Office Nat. de la Fam. et de la Pop.,Enquête démographique et de santé,tnbr02,NA,NA,NA,tnhh01,tnhw02,tnir02,NA,tnkr01,NA,NA,NA,,NA,NA,NA,NA,NA,tnsq01,NA,,Ever Married,None,5645,4184,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3010,Yes,Y,1757,792,TUR,Turkey,Turkey,1993,1993,Standard DHS,DHS-III,DHS-II,Turkey 1993 Demographic and Health Survey,1993 DHS,tr31,Turkey 1993 DHS,11/08/1993,30/10/1993,20/09/1993,Hacettepe University Inst. of Pop. Studies/Min. of,,trbr31,NA,NA,trhr31,NA,trhw31,trir31,NA,trkr31,NA,NA,NA,trpr31,NA,NA,NA,NA,trwi31,NA,NA,,Ever Married,None,8619,6519,NA,12 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3020,Yes,Y,1756,792,TUR,Turkey,Turkey,1998,1998,Standard DHS,DHS-IV,DHS-III,Turkey 1998 Demographic and Health Survey,1998 DHS,tr41,Turkey 1998 DHS,04/08/1998,10/11/1998,22/09/1998,Hacettepe University Inst. of Pop. Studies,,trbr41,NA,trcr41,trhr41,NA,trhw41,trir41,NA,trkr41,NA,trmr41,NA,trpr41,NA,NA,NA,NA,trwi41,NA,NA,,All Women,Husbands,8059,8576,1971,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3030,Yes,Y,1755,792,TUR,Turkey,Turkey,2003,2003,Standard DHS,DHS-IV,DHS-IV,Turkey 2003 Demographic and Health Survey,2003 DHS,tr4a,Turkey 2003 DHS,02/12/2003,12/05/2004,21/02/2004,"Hacettepe University, Institute of Population Studies",,trbr4a,NA,NA,trhr4a,NA,trhw4a,trir4a,NA,trkr4a,NA,NA,NA,trpr4a,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,10836,8075,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,"DHS was not fully involved in this survey, but provided limited technical assistance on the review and formatting of the final report.",Y,,NA,,,,,,,,
3040,Not in public domain,N,1793,795,TKM,Turkmenistan,Turkmenistan,2000,2000,Standard DHS,DHS-IV,DHS-IV,Turkmenistan 2000 Demographic and Health Survey,2000 DHS,,Turkmenistan 2000 DHS,15/07/2000,15/10/2000,30/08/2000,MCH/MOH and MIT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,6303,7919,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,restricted data,N - RESTRICTED DATA,,NA,,,,,,,,
3050,Yes,Y,1804,800,UGA,Uganda,Uganda,1988,1989,Standard DHS,DHS-I,DHS-I,Uganda 1988 Demographic and Health Survey,1988 DHS,ug01,Uganda 1988 DHS,01/09/1988,28/02/1989,30/11/1988,Ministry of Health,,ugbr01,NA,NA,NA,ughh01,ughw01,ugir01,NA,ugkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,ugsq01,NA,,All Women,None,5101,4730,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3060,Yes,Y,1723,800,UGA,Uganda,Uganda,1995,1995,Standard DHS,DHS-III,DHS-III,Uganda 1995 Demographic and Health Survey,1995 DHS,ug33,Uganda 1995 DHS,02/03/1995,25/08/1995,29/05/1995,"Dept. of Stat., Min. of Fin. & Econ. Plan.",,ugbr33,NA,ugcr33,ughr33,NA,ughw33,ugir33,NA,ugkr33,NA,ugmr33,NA,ugpr33,NA,NA,NA,NA,ugwi33,ugsq33,NA,,All Women,All Men,7550,7070,1996,15 to 49,15 to 54,,,N,Y,Y,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
3070,Yes,Y,5742,800,UGA,Uganda,Uganda,1995,1996,In Depth,DHS-III,,Uganda 1995-1996 In Depth Survey,1995-1996 In Depth,,Uganda 1995/1996 In Depth,15/10/1995,15/02/1996,15/12/1995,"Institute of Statistics & Applied Economics, Makerere University",,NA,NA,NA,ughh3a,NA,NA,,NA,ugkr33,NA,ugmr33,NA,,NA,NA,NA,NA,,ugsq33,NA,,All Women,All Men,3610,1750,1356,20 to 44,15 to 59,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
3080,Yes,Y,1886,800,UGA,Uganda,Uganda,2000,2001,Standard DHS,DHS-IV,DHS-IV,Uganda 2000-2001 Demographic and Health Survey,2000-2001 DHS,ug41,Uganda 2000-2001 DHS,27/09/2000,14/03/2001,20/12/2000,Uganda Bureau of Stat. (formerly Dept. of Stat.),,ugbr41,NA,ugcr41,ughr41,NA,ughw41,ugir41,NA,ugkr41,NA,ugmr41,NA,ugpr41,NA,NA,NA,NA,ugwi41,NA,NA,,All Women,All Men,7885,7246,1962,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
3090,Restricted,N,830,800,UGA,Uganda,Uganda,2004,2005,Standard AIS,DHS-V,DHS-V,Uganda 2004/2005 HIV/AIDS Sero-Behavioural Survey,2004-2005 AIS,,Uganda 2004/2005 AIS,15/08/2004,15/01/2005,30/10/2004,,,,,,,,,,,,,,,,,,,,,,,,All Women,All Men,9529,10826,8830,15 to 59,15 to 59,,,N,N,N,,,,,N,,,,,restricted data,N - RESTRICTED DATA,,NA,,,,,,,,
3100,yes,Y,1887,800,UGA,Uganda,Uganda,2006,2006,Standard DHS,DHS-V,DHS-V,Uganda 2006 Demographic and Health Survey,2006 DHS,ug50,Uganda 2006 DHS,06/05/2006,04/10/2006,21/07/2006,Uganda Bureau of Statistics,,ugbr52,NA,ugcr52,ughr52,NA,NA,ugir52,NA,ugkr52,NA,ugmr52,NA,ugpr52,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,8870,8531,2503,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
